sa4_name,name,x,y
Sutherland,SHIPWRIGHTS BAY RESERVE,151.10926508672483,-33.9966277788893
Sutherland,CHURCH STREET RESERVE,151.1122901167317,-33.99111980716755
Sutherland,BLAKEHURST BAPTIST CHURCH,151.10695236234776,-33.986644854414656
Sutherland,QUARRY RESERVE,151.098314214678,-33.97482511165156
Sutherland,SOUTH HURSTVILLE RSL CLUB,151.10459808999047,-33.97861016153814
Sutherland,MEADE PARK,151.1136651463775,-33.97345355139409
Sutherland,TAUNTON RESERVE,151.11130705438367,-33.98009344917086
Sutherland,REYNOLDS RESERVE,151.12669690828793,-33.993528088297815
Sutherland,ST FINBARS CATHOLIC CHURCH,151.12902814334973,-33.99227655503675
Sutherland,NORTHCOTE STREET RESERVE,151.13051226530197,-33.98869842165841
Sutherland,GROVE PARK,151.0946214489541,-33.97281036737873
Sutherland,PARKSIDE DRIVE RESERVE,151.12083958361498,-33.98474414998844
Sutherland,,151.02887764930279,-33.99164739148908
Sutherland,ILLAWONG VILLAGE,151.0427013075771,-33.9973549547985
Sutherland,,151.0342449483781,-33.99371155391587
Sutherland,THOMPSONS BAY RESERVE,151.05762718523033,-33.993779366478435
Sutherland,ALBERT DELARDES RESERVE,151.04429098786346,-33.99356130833179
Sutherland,,151.04712300495007,-33.99460796996841
Sutherland,,151.07004601674086,-33.936682974480114
Sutherland,PENSHURST ANGLICAN CHURCH,151.0927992963503,-33.96421610751255
Sutherland,PENSHURST PARK,151.09038020425712,-33.9618618346525
Sutherland,,151.0573903030832,-33.95642388964759
Sutherland,VANESSA TENNIS COURTS,151.08619663499456,-33.94700343730086
Sutherland,WESLEY PENSHURST UNIING CHURCH,151.0860722865997,-33.962216046039806
Sutherland,WHITEOAK RESERVE,151.15238354213454,-33.952390673053145
Sutherland,FRED WILLIAMS RESERVE,151.23505440088908,-33.98069203642676
Sutherland,,151.07059577760992,-33.99688557352864
Sutherland,COMO PLEASURE GROUNDS,151.06957657334306,-33.99745892774294
Sutherland,,151.04172920826883,-33.97516327785297
Sutherland,,151.04242085085048,-33.95752572418539
Sutherland,PENSHURST PRESBYTERIAN CHURCH,151.08495776748794,-33.960862395317896
Sutherland,BEVERLY HILLS PARK,151.08922178088415,-33.94469194976745
Sutherland,PETER LOW RESERVE,151.09507752721711,-33.947998672600576
Sutherland,BEVERLY HILLS CHINESE BAPTIST CHURCH,151.0860843698386,-33.951849033591806
Sutherland,CLEMTON PARK,151.09299194096133,-33.93308324637129
Sutherland,BEVERLY GROVE PARK,151.0898169533874,-33.94033425431838
Sutherland,KYLE WILLIAMS RECREATION RESERVE,151.105165312312,-33.99142716419133
Sutherland,TODD PARK,151.11258303219302,-33.98784434200807
Sutherland,DOVER PARK,151.11709244286698,-33.99499749950562
Sutherland,ST MARK'S CHURCH,151.10565107001375,-33.97977253841092
Sutherland,THE PEASE MEMORIAL UNITING CHURCH,151.1109212540203,-33.98784487084706
Sutherland,ALLAWAH COMMUNITY CHURCH,151.10482023527544,-33.97581013678305
Sutherland,KEMPT FIELD,151.1126556762551,-33.96817379407782
Sutherland,ST GEORGES HURSTVILLE ANGLICAN CHURCH,151.10811706135127,-33.9670751058686
Sutherland,THE SALVATION ARMY,151.10046262910473,-33.96358083914522
Sutherland,HURSTVILLE BAPTIST CHURCH,151.10141718521385,-33.96458951120614
Sutherland,HURSTVILLE PRESBYTERIAN CHURCH,151.10338030594352,-33.96422923977525
Sutherland,WESTFIELD SHOPPING CENTRE,151.10412255062514,-33.96642553115776
Sutherland,,151.11785088507142,-33.959030856999995
Sutherland,EVATT PARK,151.11124833151356,-33.95541619523913
Sutherland,BEXLEY GOLF COURSE,151.10491770068714,-33.95080064205079
Sutherland,,151.11395875264333,-33.944141803734105
Sutherland,,151.1026358388299,-33.940550089488966
Sutherland,KINGSGROVE AVENUE RESERVE,151.1083104228179,-33.93715335067856
